DCid	Species	GSMID	Factor	Cell_line	Cell_type	Tissue_type	FastQC	UniquelyMappedRatio	PBC	PeaksFoldChangeAbove10	FRiP	PeaksUnionDHSRatio
42717	Homo sapiens	GSM1239457	HEYL	LoVo	None	Colon	39.0	0.5043	0.915	39.0	0.0038835000000000002	0.9396258503399999
42718	Homo sapiens	GSM1239458	HHEX	LoVo	None	Colon	39.0	0.7682	0.9470000000000001	41.0	0.00170975	0.800687285223
42719	Homo sapiens	GSM1239459	HOXA13	LoVo	None	Colon	39.0	0.7964	0.82	34.0	0.002074	0.9060542797490001
42720	Homo sapiens	GSM1239460	HOXA4	LoVo	None	Colon	39.0	0.7462	0.9690000000000001	435.0	0.0779865	0.9682
42721	Homo sapiens	GSM1239461	HOXA5	LoVo	None	Colon	39.0	0.5055	0.9259999999999999	25.0	0.00359584812471	0.9210526315790001
42722	Homo sapiens	GSM1239462	HOXA6	LoVo	None	Colon	39.0	0.7283	0.977	1233.0	0.0920865	0.9648
42723	Homo sapiens	GSM1239463	HOXB4	LoVo	None	Colon	39.0	0.7541	0.9109999999999999	61.0	0.00193375	0.792553191489
42724	Homo sapiens	GSM1239464	HOXD11	LoVo	None	Colon	39.0	0.7842	0.898	35.0	0.0014345	0.730769230769
42725	Homo sapiens	GSM1239465	IRF1	LoVo	None	Colon	39.0	0.7243	0.934	3457.0	0.161412	0.9734
42726	Homo sapiens	GSM1239466	IRF2	LoVo	None	Colon	39.0	0.6294	0.961	48.0	0.0017120000000000002	0.75
42727	Homo sapiens	GSM1239467	JUN	LoVo	None	Colon	39.0	0.7724	0.958	1275.0	0.10778675	0.9714
42728	Homo sapiens	GSM1239468	KLF11	LoVo	None	Colon	39.0	0.5737	0.924	32.0	0.00136225	0.681034482759
42729	Homo sapiens	GSM1239469	KLF15	LoVo	None	Colon	39.0	0.5219	0.9159999999999999	38.0	0.0016745000000000002	0.759398496241
42730	Homo sapiens	GSM1239470	KLF6	LoVo	None	Colon	39.0	0.7526	0.937	39.0	0.00171675	0.7717842323649999
42731	Homo sapiens	GSM1239471	MITF	LoVo	None	Colon	38.0	0.7967	0.919	39.0	0.0014135	0.6861313868610001
42732	Homo sapiens	GSM1239472	KMT2B	LoVo	None	Colon	38.0	0.7155	0.976	40.0	0.00147975	0.652173913043
42733	Homo sapiens	GSM1239473	MYC	LoVo	None	Colon	39.0	0.4241	0.978	32.0	0.00106375	0.645833333333
42734	Homo sapiens	GSM1239474	MYOD1	LoVo	None	Colon	38.0	0.6882	0.982	45.0	0.001457	0.6275510204079999
42735	Homo sapiens	GSM1239475	NCOA1	LoVo	None	Colon	38.0	0.7346	0.958	40.0	0.00147175	0.6747572815530001
42736	Homo sapiens	GSM1239476	NCOA3	LoVo	None	Colon	38.0	0.7654	0.879	31.0	0.00108775	0.627906976744
42737	Homo sapiens	GSM1239477	NFAT5	LoVo	None	Colon	38.0	0.6922	0.9640000000000001	69.0	0.002318	0.826865671642
42738	Homo sapiens	GSM1239478	NFYA	LoVo	None	Colon	38.0	0.6294	0.9470000000000001	2680.0	0.12195999999999999	0.950992304577
42739	Homo sapiens	GSM1239479	NR1I2	LoVo	None	Colon	38.0	0.6964	0.9490000000000001	35.0	0.0012255	0.6936936936939999
42740	Homo sapiens	GSM1239480	NR2E3	LoVo	None	Colon	38.0	0.4731	0.9490000000000001	32.0	0.00107375	0.696202531646
42741	Homo sapiens	GSM1239481	NR4A1	LoVo	None	Colon	38.0	0.4596	0.95	49.0	0.00235275	0.906367041199
42742	Homo sapiens	GSM1239482	PPARA	LoVo	None	Colon	38.0	0.7509	0.963	42.0	0.00183925	0.62331838565
42743	Homo sapiens	GSM1239483	PPARG	LoVo	None	Colon	39.0	0.7989	0.94	39.0	0.00165975	0.70625
42744	Homo sapiens	GSM1239484	RELA	LoVo	None	Colon	39.0	0.6733	0.934	2302.0	0.10022325	0.9712
42745	Homo sapiens	GSM1239485	RELB	LoVo	None	Colon	39.0	0.3448	0.953	31.0	0.001356	0.642857142857
42746	Homo sapiens	GSM1239486	REST	LoVo	None	Colon	39.0	0.5493	0.932	38.0	0.00593375	0.9526515151520001
42747	Homo sapiens	GSM1239487	SOX9	LoVo	None	Colon	39.0	0.6986	0.9229999999999999	57.0	0.01883275	0.9540000000000001
42748	Homo sapiens	GSM1239488	AHCTF1	LoVo	None	Colon	32.0	0.0673	0.883	3.0	0.000349654928563	0.578947368421
42749	Homo sapiens	GSM1239489	ARNTL	LoVo	None	Colon	39.0	0.6036	0.8909999999999999	112.0	0.00975	0.951740506329
42750	Homo sapiens	GSM1239490	ATF7	LoVo	None	Colon	39.0	0.3926	0.9279999999999999	36.0	0.001448	0.718518518519
42751	Homo sapiens	GSM1239491	BACH1	LoVo	None	Colon	32.0	0.0686	0.96	4.0	0.00043393063112900004	0.9
42752	Homo sapiens	GSM1239492	BARX1	LoVo	None	Colon	39.0	0.3892	0.93	255.0	0.0205685	0.9528
42753	Homo sapiens	GSM1239493	BCL6	LoVo	None	Colon	32.0	0.0656	0.9309999999999999	4.0	0.000344822708078	0.733333333333
42754	Homo sapiens	GSM1239494	CASP8AP2	LoVo	None	Colon	32.0	0.0638	0.946	2.0	0.000118225084064	0.666666666667
42755	Homo sapiens	GSM1239495	CDX2	LoVo	None	Colon	32.0	0.0661	0.9490000000000001	3.0	0.000407993156244	1.0
42756	Homo sapiens	GSM1239496	CLOCK	LoVo	None	Colon	32.0	0.0547	0.975	3.0	0.00032973232091799997	0.8571428571430001
42757	Homo sapiens	GSM1239497	E2F2	LoVo	None	Colon	32.0	0.0484	0.9259999999999999	1.0	0.00010264534152700002	0.4
42758	Homo sapiens	GSM1239498	E2F8	LoVo	None	Colon	32.0	0.068	0.96	5.0	0.0005406031944730001	0.7894736842110001
42759	Homo sapiens	GSM1239499	ELF2	LoVo	None	Colon	39.0	0.7981	0.254	32.0	0.00395025	0.9209932279909999
42760	Homo sapiens	GSM1239500	FOXP1	LoVo	None	Colon	39.0	0.7321	0.722	551.0	0.0585495	0.9656
42761	Homo sapiens	GSM1239501	GATAD1	LoVo	None	Colon	39.0	0.4147	0.8190000000000001	18.0	0.00160120654932	0.707317073171
42762	Homo sapiens	GSM1239502	GMEB2	LoVo	None	Colon	39.0	0.6822	0.7909999999999999	893.0	0.03419775	0.96394427752
42763	Homo sapiens	GSM1239503	HOXB6	LoVo	None	Colon	39.0	0.7442	0.955	43.0	0.003346	0.8070539419089999
42764	Homo sapiens	GSM1239504	HOXB8	LoVo	None	Colon	39.0	0.7702	0.685	30.0	0.00138675	0.653333333333
42765	Homo sapiens	GSM1239505	HOXC8	LoVo	None	Colon	39.0	0.68	0.777	36.0	0.0022415	0.904872389791
42766	Homo sapiens	GSM1239506	ID1	LoVo	None	Colon	39.0	0.659	0.785	21.0	0.00131900272126	0.652173913043
42767	Homo sapiens	GSM1239507	ID2	LoVo	None	Colon	39.0	0.6867	0.8740000000000001	40.0	0.0024705	0.7
42768	Homo sapiens	GSM1239508	ID3	LoVo	None	Colon	39.0	0.5194	0.866	45.0	0.002165	0.825688073394
42769	Homo sapiens	GSM1239509	JAZF1	LoVo	None	Colon	39.0	0.5019	0.935	11.0	0.00129738603192	0.75
42770	Homo sapiens	GSM1239510	JUNB	LoVo	None	Colon	39.0	0.757	0.79	118.0	0.017776	0.9662
42771	Homo sapiens	GSM1239511	JUND	LoVo	None	Colon	39.0	0.7635	0.655	25.0	0.00172175	0.6875
42772	Homo sapiens	GSM1239512	MXD3	LoVo	None	Colon	39.0	0.7212	0.9670000000000001	66.0	0.00684925	0.922746781116
42773	Homo sapiens	GSM1239513	NFYB	LoVo	None	Colon	39.0	0.4174	0.888	17.0	0.00217100919685	0.905405405405
42774	Homo sapiens	GSM1239514	NFYC	LoVo	None	Colon	39.0	0.7254	0.98	950.0	0.0236475	0.9536
42775	Homo sapiens	GSM1239515	NPAT	LoVo	None	Colon	39.0	0.7715	0.919	232.0	0.0428725	0.9678
42776	Homo sapiens	GSM1239516	NR1D1	LoVo	None	Colon	39.0	0.7496	0.38799999999999996	21.0	0.00090425	0.621621621622
42777	Homo sapiens	GSM1239517	NR1H2	LoVo	None	Colon	39.0	0.7074	0.8029999999999999	39.0	0.001927	0.68085106383
42778	Homo sapiens	GSM1239518	OVOL2	LoVo	None	Colon	39.0	0.6834	0.693	31.0	0.00465575	0.952777777778
42779	Homo sapiens	GSM1239519	RUNX1	LoVo	None	Colon	35.0	0.1357	0.512	5.0	0.00099875	0.81914893617
42780	Homo sapiens	GSM1239520	RXRA	LoVo	None	Colon	35.0	0.1208	0.616	5.0	0.000465687871995	0.6
42781	Homo sapiens	GSM1239521	SALL4	LoVo	None	Colon	35.0	0.0902	0.94	5.0	0.0005774338838200001	0.8125
42782	Homo sapiens	GSM1239522	SMAD5	LoVo	None	Colon	35.0	0.1147	0.795	8.0	0.00060796565149	0.608695652174
42783	Homo sapiens	GSM1239523	SOX2	LoVo	None	Colon	35.0	0.1298	0.638	7.0	0.0007016806882819999	0.8490566037739999
42784	Homo sapiens	GSM1239524	SP1	LoVo	None	Colon	35.0	0.1298	0.664	9.0	0.0010583935243899999	0.7272727272730001
42785	Homo sapiens	GSM1239525	STAT1	LoVo	None	Colon	35.0	0.1226	0.7240000000000001	6.0	0.00027944397148400006	0.769230769231
42786	Homo sapiens	GSM1239526	STAT4	LoVo	None	Colon	35.0	0.1125	0.765	2.0	0.00015362544760400001	1.0
42787	Homo sapiens	GSM1239527	STAT5A	LoVo	None	Colon	35.0	0.1216	0.833	5.0	0.000842390579702	0.628571428571
42788	Homo sapiens	GSM1239528	TAL1	LoVo	None	Colon	35.0	0.1095	0.95	60.0	0.0179258848059	0.962549513864
42789	Homo sapiens	GSM1239529	TCF7L1	LoVo	None	Colon	35.0	0.1004	0.9	4.0	0.00044028031179900006	0.714285714286
42790	Homo sapiens	GSM1239530	TERF1	LoVo	None	Colon	35.0	0.1208	0.7859999999999999	30.0	0.00580957460863	0.7824267782430001
42791	Homo sapiens	GSM1239531	TERF2	LoVo	None	Colon	32.0	0.069	0.599	5.0	0.00226605314544	0.7037037037039999
42792	Homo sapiens	GSM1239532	TFAP2A	LoVo	None	Colon	32.0	0.0638	0.8440000000000001	7.0	0.00090003128807	0.8793103448280001
42793	Homo sapiens	GSM1239533	TLX1	LoVo	None	Colon	32.0	0.0421	0.973	0.0	0.0	
42794	Homo sapiens	GSM1239534	ZBTB33	LoVo	None	Colon	32.0	0.0669	0.965	4.0	0.00034876080205699996	0.8571428571430001
42795	Homo sapiens	GSM1239535	CAMTA1	LoVo	None	Colon	39.0	0.5089	0.96	9.0	0.00113430436662	0.8
42796	Homo sapiens	GSM1239536	PBX1	LoVo	None	Colon	38.0	0.7598	0.557	21.0	0.00094175	0.791208791209
42797	Homo sapiens	GSM1239537	PBX2	LoVo	None	Colon	38.0	0.4763	0.8320000000000001	98.0	0.002382	0.899721448468
42798	Homo sapiens	GSM1239538	RAD21	LoVo	None	Colon	39.0	0.7829	0.89	17501.0	0.24287925	0.9768
42799	Homo sapiens	GSM1239539	RFX5	LoVo	None	Colon	39.0	0.0375	0.92	11.0	0.0007556261293330002	0.7272727272730001
42800	Homo sapiens	GSM1239540	STAT2	LoVo	None	Colon	39.0	0.5747	0.953	212.0	0.019306	0.9612
42801	Homo sapiens	GSM1239541	STAT6	LoVo	None	Colon	38.0	0.4343	0.7879999999999999	38.0	0.00131903472149	0.826086956522
42802	Homo sapiens	GSM1239542	TFAM	LoVo	None	Colon	38.0	0.5932	0.784	5.0	0.0448091129533	0.46153846153800004
42803	Homo sapiens	GSM1239543	UBP1	LoVo	None	Colon	38.0	0.3583	0.9790000000000001	5.0	0.000511440468062	0.8
42804	Homo sapiens	GSM1239544	ZBTB10	LoVo	None	Colon	38.0	0.3991	0.924	106.0	0.01470025	0.952505903962
42805	Homo sapiens	GSM1239545	ZNF281	LoVo	None	Colon	38.0	0.3502	0.861	30.0	0.00287272791258	0.942528735632
42806	Homo sapiens	GSM1239546	ZNF3	LoVo	None	Colon	38.0	0.2394	0.912	15.0	0.00100282758299	0.666666666667
42807	Homo sapiens	GSM1239547	ZNF639	LoVo	None	Colon	39.0	0.6167	0.981	79.0	0.002748	0.856725146199
42808	Homo sapiens	GSM1239548	ADNP2	LoVo	None	Colon	39.0	0.7377	0.96	38.0	0.00304725	0.626582278481
42809	Homo sapiens	GSM1239549	ARNTL2	LoVo	None	Colon	39.0	0.7456	0.8290000000000001	40.0	0.00259775	0.728971962617
42810	Homo sapiens	GSM1239550	ASH1L	LoVo	None	Colon	39.0	0.7385	0.823	31.0	0.0025985	0.725274725275
42811	Homo sapiens	GSM1239551	BBX	LoVo	None	Colon	39.0	0.7149	0.872	40.0	0.00247325	0.688
42812	Homo sapiens	GSM1239552	BCL11A	LoVo	None	Colon	39.0	0.7003	0.83	36.0	0.00225525	0.660714285714
42813	Homo sapiens	GSM1239553	BHLHE40	LoVo	None	Colon	39.0	0.6102	0.929	63.0	0.00293	0.796019900498
42814	Homo sapiens	GSM1239554	BMI1	LoVo	None	Colon	39.0	0.7148	0.907	27.0	0.00241125	0.692307692308
42815	Homo sapiens	GSM1239555	BRCA1	LoVo	None	Colon	39.0	0.648	0.8390000000000001	32.0	0.0026385000000000002	0.71875
42816	Homo sapiens	GSM1239556	CDC5L	LoVo	None	Colon	39.0	0.6303	0.9059999999999999	36.0	0.002805	0.678571428571
42817	Homo sapiens	GSM1239557	CDX1	LoVo	None	Colon	39.0	0.722	0.9229999999999999	33.0	0.00234375	0.733944954128
42818	Homo sapiens	GSM1239558	CREBL2	LoVo	None	Colon	39.0	0.4595	0.903	26.0	0.00220975	0.7162162162160001
42819	Homo sapiens	GSM1239559	CTCFL	LoVo	None	Colon	39.0	0.7289	0.9359999999999999	242.0	0.01136425	0.9514
42820	Homo sapiens	GSM1239560	DDIT3	LoVo	None	Colon	39.0	0.6411	0.912	40.0	0.0025325	0.6898734177220001
42821	Homo sapiens	GSM1239561	DMRT2	LoVo	None	Colon	39.0	0.6807	0.9009999999999999	37.0	0.00250675	0.692307692308
42822	Homo sapiens	GSM1239562	DRAP1	LoVo	None	Colon	39.0	0.7034	0.865	43.0	0.00252175	0.685039370079
42823	Homo sapiens	GSM1239563	EGR2	LoVo	None	Colon	39.0	0.757	0.9390000000000001	58.0	0.00312225	0.690082644628
42824	Homo sapiens	GSM1239564	ELF4	LoVo	None	Colon	39.0	0.7011	0.9059999999999999	42.0	0.002374	0.657894736842
42825	Homo sapiens	GSM1239565	FOSL1	LoVo	None	Colon	39.0	0.6686	0.8859999999999999	49.0	0.00222575	0.71978021978
42826	Homo sapiens	GSM1239566	FOXC1	LoVo	None	Colon	39.0	0.5803	0.872	33.0	0.002363	0.648148148148
42827	Homo sapiens	GSM1239567	FOXF2	LoVo	None	Colon	39.0	0.7283	0.94	42.0	0.00238975	0.632258064516
42828	Homo sapiens	GSM1239568	FOXJ2	LoVo	None	Colon	39.0	0.6007	0.9390000000000001	43.0	0.00279975	0.657718120805
42829	Homo sapiens	GSM1239569	GRHL2	LoVo	None	Colon	39.0	0.7147	0.9490000000000001	49.0	0.00263625	0.7559999999999999
42830	Homo sapiens	GSM1239570	GZF1	LoVo	None	Colon	39.0	0.5292	0.973	26.0	0.0028850569972899997	0.682352941176
42831	Homo sapiens	GSM1239571	HAND1	LoVo	None	Colon	39.0	0.7098	0.958	56.0	0.00246575	0.6733870967739999
42832	Homo sapiens	GSM1239572	HNF4G	LoVo	None	Colon	39.0	0.6085	0.7929999999999999	31.0	0.0022125	0.674418604651
42833	Homo sapiens	GSM1239573	HOXA9	LoVo	None	Colon	39.0	0.7292	0.9259999999999999	38.0	0.002338	0.6842105263160001
42834	Homo sapiens	GSM1239574	HOXB7	LoVo	None	Colon	39.0	0.7201	0.7859999999999999	35.0	0.00214325	0.686046511628
42835	Homo sapiens	GSM1239575	HOXD1	LoVo	None	Colon	39.0	0.7602	0.877	40.0	0.002447	0.6890756302519999
42836	Homo sapiens	GSM1239576	IRF9	LoVo	None	Colon	39.0	0.7179	0.985	15.0	0.0021191598352100004	0.7567567567569999
42837	Homo sapiens	GSM1239577	KCMF1	LoVo	None	Colon	39.0	0.6409	0.93	40.0	0.00223425	0.666666666667
42838	Homo sapiens	GSM1239578	LCOR	LoVo	None	Colon	39.0	0.7294	0.953	11.0	0.00127682213158	0.894736842105
42839	Homo sapiens	GSM1239579	LCOR	LoVo	None	Colon	39.0	0.6452	0.973	16.0	0.0016859261968	0.84
42840	Homo sapiens	GSM1239580	MAFF	LoVo	None	Colon	39.0	0.6228	0.907	36.0	0.00260525	0.6886792452830001
42841	Homo sapiens	GSM1239581	MEOX2	LoVo	None	Colon	39.0	0.7483	0.9740000000000001	36.0	0.00238225	0.6822429906540001
42842	Homo sapiens	GSM1239582	MXI1	LoVo	None	Colon	39.0	0.7094	0.871	29.0	0.0021385	0.6913580246909999
42843	Homo sapiens	GSM1239583	MYNN	LoVo	None	Colon	39.0	0.5718	0.8640000000000001	20.0	0.00176384903826	0.714285714286
42844	Homo sapiens	GSM1239584	NFE2L1	LoVo	None	Colon	39.0	0.715	0.958	22.0	0.00216664754792	0.6938775510199999
42845	Homo sapiens	GSM1239585	RAD21	LoVo	None	Colon	39.0	0.7143	0.8490000000000001	2346.0	0.043020499999999996	0.9746
42846	Homo sapiens	GSM1239586	STAG1	LoVo	None	Colon	39.0	0.7336	0.855	456.0	0.01493875	0.9638
42847	Homo sapiens	GSM1239587	STAG2	LoVo	None	Colon	39.0	0.6838	0.9570000000000001	53.0	0.00319825	0.8100840336130001
42848	Homo sapiens	GSM1239588	CTCF	LoVo	None	Colon	39.0	0.3612	0.914	4510.0	0.10823325	0.9658
42849	Homo sapiens	GSM1239589	FOXO4	LoVo	None	Colon	39.0	0.7725	0.9440000000000001	50.0	0.00186525	0.7471264367820001
42850	Homo sapiens	GSM1239590	GRHL1	LoVo	None	Colon	39.0	0.7842	0.885	286.0	0.007047499999999999	0.9542976939200001
42851	Homo sapiens	GSM1239591	HOXC11	LoVo	None	Colon	39.0	0.7899	0.7709999999999999	37.0	0.0015075	0.649484536082
42852	Homo sapiens	GSM1239592	HOXC13	LoVo	None	Colon	39.0	0.7366	0.9179999999999999	45.0	0.0016065	0.689189189189
42853	Homo sapiens	GSM1239593	IRX2	LoVo	None	Colon	39.0	0.5812	0.897	36.0	0.0015885	0.67032967033
42854	Homo sapiens	GSM1239594	MAFK	LoVo	None	Colon	39.0	0.7149	0.955	341.0	0.01161875	0.85217915244
42855	Homo sapiens	GSM1239595	MYBL1	LoVo	None	Colon	39.0	0.7083	0.95	38.0	0.00185275	0.678260869565
42856	Homo sapiens	GSM1239596	NFE2L3	LoVo	None	Colon	39.0	0.449	0.9440000000000001	45.0	0.002389	0.6717557251909999
42857	Homo sapiens	GSM1239597	NFIB	LoVo	None	Colon	39.0	0.7191	0.909	35.0	0.002231	0.64
42858	Homo sapiens	GSM1239598	NKX2-3	LoVo	None	Colon	39.0	0.39799999999999996	0.8220000000000001	30.0	0.0018219999999999998	0.638888888889
42859	Homo sapiens	GSM1239599	PBX3	LoVo	None	Colon	39.0	0.4134	0.8370000000000001	24.0	0.0019524999999999998	0.705882352941
42860	Homo sapiens	GSM1239600	PCF11	LoVo	None	Colon	39.0	0.6753	0.91	22.0	0.00136651241702	0.714285714286
42861	Homo sapiens	GSM1239601	PLAG1	LoVo	None	Colon	39.0	0.7155	0.927	36.0	0.0019364999999999999	0.6875
42862	Homo sapiens	GSM1239602	PRDM4	LoVo	None	Colon	39.0	0.4634	0.983	44.0	0.0018390000000000001	0.682926829268
42863	Homo sapiens	GSM1239603	RBPJ	LoVo	None	Colon	39.0	0.7281	0.976	48.0	0.0019114999999999998	0.668789808917
42864	Homo sapiens	GSM1239604	RCOR1	LoVo	None	Colon	39.0	0.5008	0.977	48.0	0.00192375	0.639240506329
42865	Homo sapiens	GSM1239605	RFX7	LoVo	None	Colon	39.0	0.7161	0.98	71.0	0.00266475	0.7967213114749999
42866	Homo sapiens	GSM1239606	RLF	LoVo	None	Colon	39.0	0.7418	0.9670000000000001	61.0	0.00239525	0.657480314961
42867	Homo sapiens	GSM1239607	SKI	LoVo	None	Colon	39.0	0.7625	0.9470000000000001	46.0	0.0020805	0.669902912621
42868	Homo sapiens	GSM1239608	SNAPC4	LoVo	None	Colon	39.0	0.6518	0.851	48.0	0.00174625	0.7258064516130001
42869	Homo sapiens	GSM1239609	TCFL5	LoVo	None	Colon	39.0	0.7451	0.993	50.0	0.00262975	0.44161358811000007
42870	Homo sapiens	GSM1239610	TEAD4	LoVo	None	Colon	39.0	0.3699	0.8759999999999999	18.0	0.00153445950669	0.675
42871	Homo sapiens	GSM1239611	TFCP2	LoVo	None	Colon	39.0	0.7229	0.953	42.0	0.00208375	0.717557251908
42872	Homo sapiens	GSM1239612	THAP4	LoVo	None	Colon	39.0	0.5007	0.972	45.0	0.0021055	0.651933701657
42873	Homo sapiens	GSM1239613	TOE1	LoVo	None	Colon	39.0	0.7347	0.978	42.0	0.0019965	0.688
42874	Homo sapiens	GSM1239614	TSHZ1	LoVo	None	Colon	39.0	0.3876	0.95	33.0	0.00195875	0.694736842105
42875	Homo sapiens	GSM1239615	WHSC1	LoVo	None	Colon	39.0	0.6973	0.9420000000000001	29.0	0.0015745	0.674698795181
42876	Homo sapiens	GSM1239616	YBX1	LoVo	None	Colon	39.0	0.5031	0.976	92.0	0.00382175	0.290713324361
42877	Homo sapiens	GSM1239617	ZBTB2	LoVo	None	Colon	39.0	0.7648	0.9890000000000001	69.0	0.00276975	0.52380952381
42878	Homo sapiens	GSM1239618	ZBTB2	LoVo	None	Colon	39.0	0.7053	0.982	68.0	0.00277175	0.7991071428569999
42879	Homo sapiens	GSM1239619	ZBTB39	LoVo	None	Colon	39.0	0.7231	0.8540000000000001	37.0	0.0017510000000000002	0.6320754716979999
42880	Homo sapiens	GSM1239620	ZBTB4	LoVo	None	Colon	39.0	0.682	0.971	56.0	0.00217075	0.6506550218339999
42881	Homo sapiens	GSM1239621	ZBTB4	LoVo	None	Colon	39.0	0.508	0.968	47.0	0.00218125	0.6883116883120001
42882	Homo sapiens	GSM1239622	ZNF12	LoVo	None	Colon	39.0	0.7535	0.8759999999999999	47.0	0.00433225	0.942950819672
42883	Homo sapiens	GSM1239623	ZNF143	LoVo	None	Colon	39.0	0.7206	0.897	2346.0	0.144507	0.9564
42884	Homo sapiens	GSM1239624	ZNF217	LoVo	None	Colon	39.0	0.7954	0.589	33.0	0.0036829999999999996	0.9296875
42885	Homo sapiens	GSM1239625	ZNF263	LoVo	None	Colon	39.0	0.7241	0.738	37.0	0.001542	0.714285714286
42886	Homo sapiens	GSM1239626	ZNF266	LoVo	None	Colon	39.0	0.5787	0.8220000000000001	43.0	0.0019464999999999999	0.8709677419349999
42887	Homo sapiens	GSM1239627	ZNF280D	LoVo	None	Colon	39.0	0.7396	0.992	24.0	0.0019306137588000001	0.8759689922480001
42888	Homo sapiens	GSM1239628	ZNF395	LoVo	None	Colon	39.0	0.7761	0.795	38.0	0.00181975	0.850220264317
42889	Homo sapiens	GSM1239629	ZNF581	LoVo	None	Colon	39.0	0.7782	0.909	37.0	0.001905	0.7730061349690001
42890	Homo sapiens	GSM1239630	ZNF83	LoVo	None	Colon	39.0	0.7709	0.9790000000000001	1351.0	0.0487	0.9456
42891	Homo sapiens	GSM1239631	ZNF84	LoVo	None	Colon	39.0	0.7381	0.848	163.0	0.00377175	0.9212376933900001
42895	Homo sapiens	GSM1239667	XBP1	T47D	Epithelium	Mammary Gland	38.0	0.858	0.965	1354.0	0.02396675	0.9596
42898	Homo sapiens	GSM1239995	RELA	AC16	Cardiomyocyte	None	38.0	0.2678	0.9690000000000001	40.0	0.0020575	0.640776699029
42899	Homo sapiens	GSM1239996	RELA	AC16	Cardiomyocyte	None	39.0	0.6941	0.955	141.0	0.00365325	0.8727770177840001
42900	Homo sapiens	GSM1239997	RELA	AC16	Cardiomyocyte	None	38.0	0.4014	0.9390000000000001	708.0	0.00797275	0.934976402727
42901	Homo sapiens	GSM1239998	RELA	AC16	Cardiomyocyte	None	38.0	0.7079	0.963	488.0	0.00620625	0.92439862543
42902	Homo sapiens	GSM1239999	POLR2A	AC16	Cardiomyocyte	None	38.0	0.3568	0.915	267.0	0.030010916376400004	0.9666541775949999
42903	Homo sapiens	GSM1240000	POLR2A	AC16	Cardiomyocyte	None	38.0	0.6218	0.759	8224.0	0.12542125	0.9740000000000001
42904	Homo sapiens	GSM1240001	POLR2A	AC16	Cardiomyocyte	None	38.0	0.6547	0.8740000000000001	705.0	0.0294815	0.963835155593
42905	Homo sapiens	GSM1240002	POLR2A	AC16	Cardiomyocyte	None	38.0	0.6894	0.568	5456.0	0.11108775	0.9736
42906	Homo sapiens	GSM1240109	KMT2B	HCT-116	None	Colon	39.0	0.8333	0.963	3393.0	0.04307025	0.9674
42907	Homo sapiens	GSM1240110	EP300	HCT-116	None	Colon	39.0	0.8154	0.879	3933.0	0.051885	0.9748
42918	Homo sapiens	GSM1240813	CTCF	GP5d	None	Colon	39.0	0.8087	0.856	20629.0	0.27114875	0.972
42920	Homo sapiens	GSM1240815	HNF4A	GP5d	None	Colon	39.0	0.7032	0.9229999999999999	1181.0	0.033867	0.8938
42924	Homo sapiens	GSM1240819	JUND	GP5d	None	Colon	39.0	0.7111	0.9359999999999999	114.0	0.00719025	0.9476461038959999
42925	Homo sapiens	GSM1240820	KLF5	GP5d	None	Colon	39.0	0.7336	0.8320000000000001	316.0	0.0250075	0.9504
42926	Homo sapiens	GSM1240821	MYC	GP5d	None	Colon	39.0	0.5636	0.899	817.0	0.04892275	0.9602
42927	Homo sapiens	GSM1240822	NIPBL	GP5d	None	Colon	39.0	0.7248	0.971	638.0	0.027551	0.9572
42928	Homo sapiens	GSM1240823	RAD21	GP5d	None	Colon	39.0	0.6471	0.945	16547.0	0.16075675	0.9766
42929	Homo sapiens	GSM1240824	REST	GP5d	None	Colon	39.0	0.3205	0.9209999999999999	1546.0	0.05268325	0.843950117964
42930	Homo sapiens	GSM1240825	RFX2	GP5d	None	Colon	39.0	0.5776	0.59	109.0	0.0042935000000000004	0.934235976789
42931	Homo sapiens	GSM1240826	SMC3	GP5d	None	Colon	39.0	0.7076	0.9490000000000001	14486.0	0.15740575	0.977
42932	Homo sapiens	GSM1240827	CTCF	GP5d	None	Colon	39.0	0.3719	0.907	5024.0	0.12681325	0.9648
42934	Homo sapiens	GSM1240829	HNF4A	GP5d	None	Colon	39.0	0.4757	0.8420000000000001	199.0	0.00889525	0.907397551889
42938	Homo sapiens	GSM1240833	JUND	GP5d	None	Colon	39.0	0.7161	0.9129999999999999	93.0	0.01403325	0.9604
42939	Homo sapiens	GSM1240834	KLF5	GP5d	None	Colon	39.0	0.434	0.733	32.0	0.0019329999999999998	0.8050847457629999
42940	Homo sapiens	GSM1240835	MYC	GP5d	None	Colon	39.0	0.7269	0.804	117.0	0.01023075	0.9474066013779999
42941	Homo sapiens	GSM1240836	NIPBL	GP5d	None	Colon	39.0	0.7116	0.955	276.0	0.0079495	0.938923897237
42942	Homo sapiens	GSM1240837	RAD21	GP5d	None	Colon	39.0	0.7283	0.893	2718.0	0.04490075	0.97
42943	Homo sapiens	GSM1240838	REST	GP5d	None	Colon	39.0	0.7021	0.752	1390.0	0.05378225	0.885207100592
42944	Homo sapiens	GSM1240839	RFX2	GP5d	None	Colon	39.0	0.7001	0.845	16.0	0.00158465642209	0.731343283582
42945	Homo sapiens	GSM1240840	SMC3	GP5d	None	Colon	39.0	0.5854	0.868	402.0	0.01541675	0.9652
42947	Homo sapiens	GSM1242266	HNF4A	LoVo	None	Colon	38.0	0.6173	0.938	625.0	0.018936	0.8854
